prompt,description,inputs,steps,expected_output,platform,domain,feature,aspect,scope
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho thanh toán - chức năng (thương mại điện tử) [cả hai]",Bắt đầu checkout từ giỏ,Không có,"1) Trong giỏ nhấn 'Thanh toán'
2) Thực hiện thao tác theo mô tả
3) Quan sát kết quả/hiển thị",Vào bước checkout đầu tiên,cả hai,thương mại điện tử,thanh toán,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho thanh toán - chức năng (thương mại điện tử) [cả hai]",Chọn địa chỉ giao hàng,Không có,"1) Chọn từ danh sách hoặc nhập mới
2) Thực hiện thao tác theo mô tả
3) Quan sát kết quả/hiển thị",Địa chỉ hợp lệ được chọn,cả hai,thương mại điện tử,thanh toán,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho thanh toán - chức năng (thương mại điện tử) [cả hai]",Thêm/sửa địa chỉ giao hàng,Không có,"1) Nhập địa chỉ mới
2) lưu
3) Quan sát kết quả/hiển thị",Địa chỉ được lưu và có thể chọn,cả hai,thương mại điện tử,thanh toán,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho thanh toán - chức năng (thương mại điện tử) [cả hai]",Chọn phương thức thanh toán,Không có,"1) Chọn thẻ/ ví/ COD
2) Thực hiện thao tác theo mô tả
3) Quan sát kết quả/hiển thị",Phương thức được chọn,cả hai,thương mại điện tử,thanh toán,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho thanh toán - chức năng (thương mại điện tử) [cả hai]",Thêm/sửa phương thức thanh toán,Không có,"1) Nhập thẻ mới
2) lưu
3) Quan sát kết quả/hiển thị","Thẻ lưu thành công, tuân PCIDSS (môi trường test)",cả hai,thương mại điện tử,thanh toán,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho thanh toán - chức năng (thương mại điện tử) [cả hai]",Áp mã giảm giá/coupon trong checkout,giá_trị=...,"1) Mở màn hình chứa trường tham số/ngưỡng
2) Nhập giá trị theo kịch bản vào trường
3) Lưu/Áp dụng và quan sát kết quả/validation",Giảm giá áp dụng đúng,cả hai,thương mại điện tử,thanh toán,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho thanh toán - chức năng (thương mại điện tử) [cả hai]",Tóm tắt đơn hàng hiển thị đúng,Không có,"1) Quan sát danh sách item
2) phí
3) thuế",Thông tin chính xác,cả hai,thương mại điện tử,thanh toán,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho thanh toán - chức năng (thương mại điện tử) [cả hai]",Đặt hàng (Place Order) hoạt động,Không có,"1) Nhấn 'Đặt hàng'
2) Thực hiện thao tác theo mô tả
3) Quan sát kết quả/hiển thị","Tạo đơn, chuyển trang xác nhận",cả hai,thương mại điện tử,thanh toán,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho thanh toán - chức năng (thương mại điện tử) [cả hai]",Trang xác nhận hiển thị chi tiết đơn,Không có,"1) Quan sát mã đơn
2) tổng tiền
3) địa chỉ","Thông tin đầy đủ, rõ ràng",cả hai,thương mại điện tử,thanh toán,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho thanh toán - chức năng (thương mại điện tử) [cả hai]",Tùy chọn 'Tiếp tục mua sắm' sau checkout,Không có,"1) Trên trang xác nhận
2) nhấn 'Tiếp tục mua sắm'
3) Quan sát kết quả/hiển thị",Quay lại danh mục,cả hai,thương mại điện tử,thanh toán,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho thanh toán - chức năng (thương mại điện tử) [cả hai]",Tính thuế và phí vận chuyển chính xác,Không có,"1) Chọn địa chỉ
2) phương thức ship
3) Quan sát kết quả/hiển thị",Thuế/ship tính đúng quy tắc,cả hai,thương mại điện tử,thanh toán,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho thanh toán - chức năng (thương mại điện tử) [cả hai]",Xem và chỉnh sửa đơn trước khi đặt,giá_trị=...,"1) Mở màn hình chứa trường tham số/ngưỡng
2) Nhập giá trị theo kịch bản vào trường
3) Lưu/Áp dụng và quan sát kết quả/validation",Tóm tắt cập nhật đúng,cả hai,thương mại điện tử,thanh toán,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho thanh toán - chức năng (thương mại điện tử) [cả hai]",Bảo mật trong quy trình checkout,Không có,"1) Kiểm tra HTTPS
2) mask dữ liệu
3) Quan sát kết quả/hiển thị","Dữ liệu mã hóa, không lộ thông tin",cả hai,thương mại điện tử,thanh toán,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho thanh toán - chức năng (thương mại điện tử) [cả hai]",Trang checkout responsive,Không có,"1) Kiểm tra trên nhiều kích thước
2) Thực hiện thao tác theo mô tả
3) Quan sát kết quả/hiển thị","Bố cục mượt, dễ thao tác",cả hai,thương mại điện tử,thanh toán,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho thanh toán - chức năng (thương mại điện tử) [cả hai]",Trợ năng các bước checkout,Không có,"1) Dùng keyboard/screen reader
2) Thực hiện thao tác theo mô tả
3) Quan sát kết quả/hiển thị","Có thể hoàn tất chỉ với bàn phím, nhãn đúng",cả hai,thương mại điện tử,thanh toán,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho thanh toán - chức năng (thương mại điện tử) [cả hai]",Thanh toán bằng thẻ hợp lệ,"date=""dd/mm/yyyy""","1) Mở màn hình tạo/sửa sự kiện
2) Đặt con trỏ vào trường Ngày và nhập dd/mm/yyyy
3) Nhấn Lưu và quan sát thông báo/viền xác thực",Thanh toán thành công,cả hai,thương mại điện tử,thanh toán,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho thanh toán - chức năng (thương mại điện tử) [cả hai]",Gateway xử lý giao dịch thành công,Không có,"1) Quan sát callback/response
2) Thực hiện thao tác theo mô tả
3) Quan sát kết quả/hiển thị",Đơn chuyển trạng thái 'Đã thanh toán',cả hai,thương mại điện tử,thanh toán,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho thanh toán - chức năng (thương mại điện tử) [cả hai]",Thẻ không hợp lệ,Không có,"1) Nhập số thẻ sai
2) CVV sai
3) Quan sát kết quả/hiển thị","Bị từ chối, thông báo rõ ràng",cả hai,thương mại điện tử,thanh toán,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho thanh toán - chức năng (thương mại điện tử) [cả hai]",Xử lý giao dịch bị từ chối,Không có,"1) Mô phỏng decline từ gateway
2) Thực hiện thao tác theo mô tả
3) Quan sát kết quả/hiển thị","Hiển thị lỗi, cho phép thử lại/đổi phương thức",cả hai,thương mại điện tử,thanh toán,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho thanh toán - chức năng (thương mại điện tử) [cả hai]",Thanh toán phương thức thay thế (PayPal/Apple Pay),Không có,"1) Chọn phương thức
2) ủy quyền
3) Quan sát kết quả/hiển thị",Thanh toán thành công nếu ủy quyền đúng,cả hai,thương mại điện tử,thanh toán,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho thanh toán - chức năng (thương mại điện tử) [cả hai]",Gửi email xác nhận thanh toán,Không có,"1) Hoàn tất thanh toán
2) Thực hiện thao tác theo mô tả
3) Quan sát kết quả/hiển thị",Email xác nhận nhận được,cả hai,thương mại điện tử,thanh toán,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho thanh toán - chức năng (thương mại điện tử) [cả hai]",Thanh toán đa tiền tệ,Không có,"1) Chọn tiền tệ khác
2) nhập thanh toán
3) Quan sát kết quả/hiển thị","Số tiền, tỷ giá phản ánh đúng",cả hai,thương mại điện tử,thanh toán,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho thanh toán - chức năng (thương mại điện tử) [cả hai]",Đối chiếu địa chỉ thanh toán và thông tin thẻ,Không có,"1) Nhập billing không khớp thẻ
2) Thực hiện thao tác theo mô tả
3) Quan sát kết quả/hiển thị",Bị từ chối hoặc cần xác minh thêm,cả hai,thương mại điện tử,thanh toán,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho thanh toán - chức năng (thương mại điện tử) [cả hai]",Đổi phương thức thanh toán trong quá trình,Không có,"1) Ở bước thanh toán
2) đổi phương thức
3) Quan sát kết quả/hiển thị","Quy trình cập nhật, không mất dữ liệu",cả hai,thương mại điện tử,thanh toán,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho thanh toán - chức năng (thương mại điện tử) [cả hai]",Gateway dưới tải cao,Không có,"1) Mô phỏng lưu lượng cao khi thanh toán
2) Thực hiện thao tác theo mô tả
3) Quan sát kết quả/hiển thị","Hệ thống xử lý ổn, có retry/backoff",cả hai,thương mại điện tử,thanh toán,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho thanh toán - chức năng (thương mại điện tử) [cả hai]",Thanh toán trên mobile,Không có,"1) Thực hiện checkout trên điện thoại
2) Thực hiện thao tác theo mô tả
3) Quan sát kết quả/hiển thị","UI mượt, bàn phím số cho số thẻ",cả hai,thương mại điện tử,thanh toán,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho thanh toán - chức năng (thương mại điện tử) [cả hai]",Kiểm tra CVV,Không có,"1) Nhập CVV không hợp lệ
2) Thực hiện thao tác theo mô tả
3) Quan sát kết quả/hiển thị","Báo lỗi, không cho tiếp tục",cả hai,thương mại điện tử,thanh toán,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho thanh toán - chức năng (thương mại điện tử) [cả hai]",Hủy thanh toán giữa chừng,Không có,"1) Thoát khỏi bước thanh toán
2) Thực hiện thao tác theo mô tả
3) Quan sát kết quả/hiển thị",Đơn chưa tạo hoặc ở trạng thái pending an toàn,cả hai,thương mại điện tử,thanh toán,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho thanh toán - chức năng (thương mại điện tử) [cả hai]",Nhận hóa đơn/biên lai,Không có,"1) Sau thanh toán
2) tải biên lai
3) Quan sát kết quả/hiển thị",Biên lai đúng thông tin,cả hai,thương mại điện tử,thanh toán,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho thanh toán - chức năng (thương mại điện tử) [cả hai]",Thanh toán trên các trình duyệt khác nhau,Không có,"1) Thực hiện quy trình trên Chrome/Firefox/Safari/Edge
2) Thực hiện thao tác theo mô tả
3) Quan sát kết quả/hiển thị",Hoạt động nhất quán,cả hai,thương mại điện tử,thanh toán,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho thanh toán - chức năng (thương mại điện tử) [cả hai]",Mã hóa dữ liệu thanh toán,Không có,"1) Kiểm tra truyền/ghi dữ liệu thanh toán
2) Thực hiện thao tác theo mô tả
3) Quan sát kết quả/hiển thị","Dữ liệu được mã hóa, không lưu nhạy cảm",cả hai,thương mại điện tử,thanh toán,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho vận chuyển & giao hàng - chức năng (thương mại điện tử) [cả hai]","Validate địa chỉ giao hàng chính xác, đầy đủ","date=""dd/mm/yyyy""","1) Mở màn hình tạo/sửa sự kiện
2) Đặt con trỏ vào trường Ngày và nhập dd/mm/yyyy
3) Nhấn Lưu và quan sát thông báo/viền xác thực","Được chấp nhận, chuẩn hóa nếu cần",cả hai,thương mại điện tử,vận chuyển & giao hàng,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho vận chuyển & giao hàng - chức năng (thương mại điện tử) [cả hai]",Từ chối địa chỉ thiếu/sai,Không có,"1) Nhập địa chỉ thiếu hoặc sai định dạng
2) Thực hiện thao tác theo mô tả
3) Quan sát kết quả/hiển thị","Hiển thị lỗi, không cho tiếp tục",cả hai,thương mại điện tử,vận chuyển & giao hàng,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho vận chuyển & giao hàng - chức năng (thương mại điện tử) [cả hai]",Chọn phương thức vận chuyển,Không có,"1) Chọn tiêu chuẩn/nhanh
2) Thực hiện thao tác theo mô tả
3) Quan sát kết quả/hiển thị",Phí và thời gian dự kiến hiển thị,cả hai,thương mại điện tử,vận chuyển & giao hàng,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho vận chuyển & giao hàng - chức năng (thương mại điện tử) [cả hai]",Ngày giao dự kiến chính xác theo phương thức,"date=""dd/mm/yyyy""","1) Mở màn hình tạo/sửa sự kiện
2) Đặt con trỏ vào trường Ngày và nhập dd/mm/yyyy
3) Nhấn Lưu và quan sát thông báo/viền xác thực",ETA khớp quy tắc,cả hai,thương mại điện tử,vận chuyển & giao hàng,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho vận chuyển & giao hàng - chức năng (thương mại điện tử) [cả hai]",Tính phí ship chính xác theo phương thức/điểm đến,Không có,"1) Chọn địa chỉ và phương thức khác nhau
2) Thực hiện thao tác theo mô tả
3) Quan sát kết quả/hiển thị",Phí ship tính đúng,cả hai,thương mại điện tử,vận chuyển & giao hàng,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho vận chuyển & giao hàng - chức năng (thương mại điện tử) [cả hai]",Hiển thị phí ship rõ ràng trong checkout,Không có,"1) Quan sát tóm tắt đơn
2) Thực hiện thao tác theo mô tả
3) Quan sát kết quả/hiển thị",Phí ship hiển thị minh bạch,cả hai,thương mại điện tử,vận chuyển & giao hàng,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho vận chuyển & giao hàng - chức năng (thương mại điện tử) [cả hai]",Theo dõi đơn hàng sau khi gửi,Không có,"1) Mở trang tracking
2) Thực hiện thao tác theo mô tả
3) Quan sát kết quả/hiển thị",Hiển thị trạng thái và vị trí bưu kiện,cả hai,thương mại điện tử,vận chuyển & giao hàng,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho vận chuyển & giao hàng - chức năng (thương mại điện tử) [cả hai]",Nhận thông tin tracking qua email/SMS,Không có,"1) Đặt hàng
2) kiểm tra email/SMS
3) Quan sát kết quả/hiển thị",Nhận mã tracking và cập nhật,cả hai,thương mại điện tử,vận chuyển & giao hàng,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho vận chuyển & giao hàng - chức năng (thương mại điện tử) [cả hai]",Thông báo khi đơn sắp giao,Không có,"1) Mô phỏng trạng thái 'Out for delivery'
2) Thực hiện thao tác theo mô tả
3) Quan sát kết quả/hiển thị",Gửi thông báo kịp thời,cả hai,thương mại điện tử,vận chuyển & giao hàng,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho vận chuyển & giao hàng - chức năng (thương mại điện tử) [cả hai]",Thông báo khi giao thành công,Không có,"1) Mô phỏng trạng thái Delivered
2) Thực hiện thao tác theo mô tả
3) Quan sát kết quả/hiển thị",Gửi thông báo xác nhận,cả hai,thương mại điện tử,vận chuyển & giao hàng,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho vận chuyển & giao hàng - chức năng (thương mại điện tử) [cả hai]",Xử lý đơn quốc tế và chứng từ hải quan,Không có,"1) Đặt đơn quốc tế
2) kiểm tra chứng từ
3) Quan sát kết quả/hiển thị","Tài liệu hải quan đầy đủ, hiển thị rõ",cả hai,thương mại điện tử,vận chuyển & giao hàng,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho vận chuyển & giao hàng - chức năng (thương mại điện tử) [cả hai]",Thông báo phí/thuế nhập khẩu bổ sung,Không có,"1) Đặt đơn quốc tế có thuế
2) Thực hiện thao tác theo mô tả
3) Quan sát kết quả/hiển thị",Thông tin phí/thuế được hiển thị cho người dùng,cả hai,thương mại điện tử,vận chuyển & giao hàng,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho yêu cầu dịch vụ - chức năng (ngân hàng) [cả hai]",Truy cập mục Yêu cầu dịch vụ,"username=""..."", password=""...""","1) Mở trang Đăng nhập
2) Nhập username và password theo kịch bản
3) Nhấn Đăng nhập và quan sát điều hướng/thông báo",Trang hiển thị danh sách loại yêu cầu,cả hai,ngân hàng,yêu cầu dịch vụ,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho yêu cầu dịch vụ - chức năng (ngân hàng) [cả hai]",Mỗi loại yêu cầu có form riêng và trường phù hợp,Không có,"1) Chọn từng loại yêu cầu (sao kê
2) chuyển tiền
3) thanh toán
4) đóng tài khoản
5) cấp phép thẻ) để kiểm tra form","Form hiển thị đúng trường, nhãn rõ ràng, bắt buộc được đánh dấu",cả hai,ngân hàng,yêu cầu dịch vụ,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho yêu cầu dịch vụ - chức năng (ngân hàng) [cả hai]",Gửi yêu cầu sao kê tài khoản,Không có,"1) Chọn 'Sao kê'
2) nhập khoảng thời gian
3) nhấn Gửi","Yêu cầu được tạo, gửi xác nhận",cả hai,ngân hàng,yêu cầu dịch vụ,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho yêu cầu dịch vụ - chức năng (ngân hàng) [cả hai]",Gửi yêu cầu chuyển tiền qua mục dịch vụ,giá_trị=...,"1) Mở màn hình chứa trường tham số/ngưỡng
2) Nhập giá trị theo kịch bản vào trường
3) Lưu/Áp dụng và quan sát kết quả/validation","Yêu cầu chuyển tiền được tạo, chờ xử lý",cả hai,ngân hàng,yêu cầu dịch vụ,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho yêu cầu dịch vụ - chức năng (ngân hàng) [cả hai]",Gửi yêu cầu thanh toán hóa đơn,Không có,"1) Chọn 'Thanh toán hóa đơn'
2) nhập thông tin
3) xác nhận","Hóa đơn được lập, trạng thái hiển thị",cả hai,ngân hàng,yêu cầu dịch vụ,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho yêu cầu dịch vụ - chức năng (ngân hàng) [cả hai]",Gửi yêu cầu đóng tài khoản,Không có,"1) Chọn 'Đóng tài khoản'
2) chọn tài khoản
3) xác nhận lý do
4) gửi","Yêu cầu đóng tài khoản ở trạng thái pending, gửi thông báo",cả hai,ngân hàng,yêu cầu dịch vụ,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho yêu cầu dịch vụ - chức năng (ngân hàng) [cả hai]",Gửi yêu cầu cấp phép thẻ tín dụng/ghi nợ,Không có,"1) Chọn 'Cấp phép thẻ'
2) nhập thông tin thẻ và hạn mức
3) gửi","Yêu cầu được ghi nhận, phản hồi theo SLA",cả hai,ngân hàng,yêu cầu dịch vụ,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho yêu cầu dịch vụ - chức năng (ngân hàng) [cả hai]",Validate dữ liệu form yêu cầu,"date=""dd/mm/yyyy""","1) Mở màn hình tạo/sửa sự kiện
2) Đặt con trỏ vào trường Ngày và nhập dd/mm/yyyy
3) Nhấn Lưu và quan sát thông báo/viền xác thực","Hiển thị lỗi chi tiết theo trường, không gửi yêu cầu",cả hai,ngân hàng,yêu cầu dịch vụ,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho yêu cầu dịch vụ - chức năng (ngân hàng) [cả hai]",Theo dõi và hủy yêu cầu đang chờ,Không có,"1) Vào 'Trạng thái yêu cầu'
2) chọn một yêu cầu pending
3) nhấn Hủy","Trạng thái chuyển 'Đã hủy', ghi log",cả hai,ngân hàng,yêu cầu dịch vụ,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho yêu cầu dịch vụ - chức năng (ngân hàng) [cả hai]",Nhận thông báo/tracking qua email,Không có,"1) Gửi yêu cầu rồi kiểm tra email thông báo
2) Thực hiện thao tác theo mô tả
3) Quan sát kết quả/hiển thị",Nhận email xác nhận và cập nhật trạng thái,cả hai,ngân hàng,yêu cầu dịch vụ,chức năng,đặc thù miền
"Hệ thống: cả hai; Vai trò: Người dùng/Tester; Môi trường: Chrome/Edge; Quy tắc: đáp ứng nghiệp vụ, thông báo lỗi rõ ràng. - Tạo test case cho quản lý giao dịch - chức năng (ngân hàng) [cả hai]",Truy cập quản lý người thụ hưởng,"username=""..."", password=""...""","1) Mở trang Đăng nhập
2) Nhập username và password theo kịch bản
3) Nhấn Đăng nhập và quan sát điều hướng/thông báo","Trang quản lý hiển thị, có nút Thêm mới",cả hai,ngân hàng,quản lý giao dịch,chức năng,đặc thù miền
